signal,gamma,is_short,lb,hz,th,move_ratio,dist_field,dist_bin,n,mfe_p50,mae_p50,mfe_mae,pct_mfe_02,pct_mae_02,recommended_tp,recommended_sl,best_tp,best_sl,best_expected,best_p_tp,best_p_sl
G+做多,positive,False,10,30,0.001,<30%,距HedgeWall,near,131,0.0015504612770810338,-0.0007375738484882637,2.1021098839917784,0.3893129770992366,0.13740458015267176,0.0015504612770810338,0.0012169418914183144,0.003,0.0025,0.0006382047424435736,0.0916030534351145,0.07633587786259542
G+做多,positive,False,15,15,0.002,50-70%,距HedgeWall,medium,11,0.0018398241490813203,-0.0008780715762278559,2.0953008830841524,0.45454545454545453,0.0,0.0018398241490813203,0.0011735582297453754,0.003,0.002,0.0010242091350411266,0.18181818181818182,0.0
G+做多,positive,False,30,15,0.001,<30%,距Support,near,276,0.001065390246340646,-0.0005102358733353369,2.0880347737534537,0.14492753623188406,0.07246376811594203,0.001065390246340646,0.0009940913313986562,0.003,0.0025,0.0004533881851379699,0.007246376811594203,0.025362318840579712
G-做多,negative,False,10,30,0.001,30-50%,距HedgeWall,medium,45,0.0018077199568071526,-0.0008835690771896017,2.0459294054937156,0.35555555555555557,0.3111111111111111,0.0018077199568071526,0.0031361035832580438,0.0025,0.002,0.00045923249109251817,0.24444444444444444,0.3111111111111111
G+做空,positive,True,30,30,0.002,50-70%,距HedgeWall,near,70,0.0014890167423482177,-0.000729422969436546,2.0413625629289296,0.38571428571428573,0.1,0.0014890167423482177,0.001380709029599652,0.0015,0.003,0.0002537801780309539,0.4714285714285714,0.014285714285714285
G+做空,positive,True,30,15,0.001,<30%,距Support,medium,492,0.0007767902432674279,-0.0003809336923832315,2.0391744253641706,0.07317073170731707,0.04878048780487805,0.0007767902432674279,0.0006679130108168035,0.003,0.0035,0.00022080643146154633,0.022357723577235773,0.0
G+做空,positive,True,30,30,0.001,<30%,距HedgeWall,far,243,0.0010584923770883524,-0.0005197414901379625,2.036574714878701,0.23045267489711935,0.1522633744855967,0.0010584923770883524,0.001052739070724864,0.003,0.002,0.00024207882161617493,0.13580246913580246,0.14814814814814814
G-做多,negative,False,10,15,0.002,<30%,距Support,medium,65,0.0017507890772761078,-0.0008599475296463576,2.0359254686109716,0.4461538461538462,0.26153846153846155,0.0017507890772761078,0.0020528017080266438,0.003,0.0025,0.0006601249963096326,0.16923076923076924,0.12307692307692308
G+做多,positive,False,15,30,0.001,<30%,距Support,far,15,0.0023453218222194297,-0.0011538171634651675,2.032663316582942,0.6666666666666666,0.3333333333333333,0.0023453218222194297,0.0035620794449223543,0.003,0.002,0.0008094400134070258,0.0,0.3333333333333333
G+做多,positive,False,15,30,0.001,<30%,距HedgeWall,near,168,0.001553944623018756,-0.0007673255698246095,2.0251438035278126,0.39880952380952384,0.14285714285714285,0.001553944623018756,0.0013188375130209168,0.0025,0.002,0.0006291363617807475,0.23214285714285715,0.125
G-做空,negative,True,30,30,0.001,>100%,距HedgeWall,medium,203,0.002188634816790835,-0.0010882180053356225,2.011209891822942,0.541871921182266,0.29064039408866993,0.002188634816790835,0.0024609796536819925,0.003,0.002,0.0008955862924136654,0.3842364532019704,0.23645320197044334
G-做多,negative,False,15,30,0.001,>100%,距HedgeWall,medium,109,0.001802948664811324,-0.0009011278919832116,2.0007689040047087,0.3761467889908257,0.1651376146788991,0.001802948664811324,0.0016040048283063053,0.003,0.0025,0.0009554356070054318,0.1834862385321101,0.03669724770642202
